,gamma,scenario,gcm,slidinglaw,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,2121,2122,2123,2124,2125,2126,2127,2128,2129,2130,2131,2132,2133,2134,2135,2136,2137,2138,2139,2140,2141,2142,2143,2144,2145,2146,2147,2148,2149,2150,2151,2152,2153,2154,2155,2156,2157,2158,2159,2160,2161,2162,2163,2164,2165,2166,2167,2168,2169,2170,2171,2172,2173,2174,2175,2176,2177,2178,2179,2180,2181,2182,2183,2184,2185,2186,2187,2188,2189,2190,2191,2192,2193,2194,2195,2196,2197,2198,2199,2200,2201,2202,2203,2204,2205,2206,2207,2208,2209,2210,2211,2212,2213,2214,2215,2216,2217,2218,2219,2220,2221,2222,2223,2224,2225,2226,2227,2228,2229,2230,2231,2232,2233,2234,2235,2236,2237,2238,2239,2240,2241,2242,2243,2244,2245,2246,2247,2248,2249,2250,2251,2252,2253,2254,2255,2256,2257,2258,2259,2260,2261,2262,2263,2264,2265,2266,2267,2268,2269,2270,2271,2272,2273,2274,2275,2276,2277,2278,2279,2280,2281,2282,2283,2284,2285,2286,2287,2288,2289,2290,2291,2292,2293,2294,2295,2296,2297,2298,2299,2300
0,meanAnt,ssp126,CESM2-WACCM,J300,0.0,-3.2410308072015e-05,-3.7089803771256e-05,-4.4530355112395e-05,-5.242152865008499e-05,-3.9378075331492e-05,-2.4677436785838e-05,-2.9450858095838e-05,-5.8072319336345e-05,-8.961745447897899e-05,-0.0001055190941621,-0.0001015912644846,-8.0525275825856e-05,-6.2459489481529e-05,-5.4405644904988e-05,-4.0243423899931e-05,-1.7950494643717e-05,-2.4040859779538e-05,-3.47506875183e-05,-4.9018568032397e-05,-7.882088278948501e-05,-0.000151180329265,-0.0002358712773016,-0.000269399163635,-0.0002914367113673,-0.0003185277645424,-0.0003550679262797,-0.0003934778163903,-0.0004183643500735,-0.0004308183567002,-0.0004446871433802,-0.00046423470136,-0.0004913128107737,-0.0005131763777779,-0.0005362788438744,-0.000555391709653,-0.0005494390521123,-0.0005442469322072,-0.0005564808295051,-0.0006016933658836,-0.0006246445763893,-0.0006226724484118,-0.0006228676125245,-0.0006320325732265,-0.0006393351804437,-0.0006381907811089,-0.0006563640608169,-0.0006757211084296,-0.0007158089872773,-0.0007493359972118,-0.000739278457557,-0.000711759577631,-0.0007234282006598,-0.0007478687823943,-0.0007741570837588,-0.0008110184013095,-0.0008352829597319,-0.000851605381059,-0.0008729521590577,-0.00091393629187,-0.0009356727691083,-0.0009213983950506,-0.0009010134824431,-0.0009111782791922,-0.0009255996682646,-0.0009231571193428,-0.0009408514167984,-0.0009707048104571,-0.0010038205144656,-0.0010390693592914,-0.0010580948577939,-0.0010704966500637,-0.0010784834737301,-0.0011025711475667,-0.0011306342685159,-0.0011443689891109,-0.0011726128416216,-0.0011955717082502,-0.0012160178195086,-0.0012434949476055,-0.001250551760068,-0.0012486119051649,-0.0012660057418553,-0.0013090120858157,-0.0013553626802332,-0.0014051652036251,-0.0014440773755692,-0.0014914468118896,-0.0015433071640881,-0.0015755920599929,-0.0016046644093757,-0.001621392058136,-0.0016299167110791,-0.001662658456819,-0.0016941491414124,-0.0016939548785324,-0.001707441254664,-0.001731307443619,-0.0017458679401558,-0.0017835950519302,-0.0018082487201982,-0.0018070686667449,-0.0018192044919936,-0.0018541785945644,-0.0018807712195918,-0.0018832654146743,-0.0018857306598771,-0.0019445511100438,-0.0020174036326766,-0.0020339482085479,-0.0020411077174041,-0.0020604705615219,-0.0020890169168603,-0.0021027832906653,-0.0021100864533175,-0.002137464977171,-0.0021951274515943,-0.0022291544070627,-0.0022568792512209,-0.0023010980366715,-0.0023459075792633,-0.0023773876979831,-0.002403900421035,-0.0024187722597096,-0.0024216222324225,-0.0024439807174987,-0.0024766532529213,-0.0024931071036479,-0.0025102539025147,-0.0025267866094396,-0.0025485316927976,-0.0026058010601562,-0.0026379575787027,-0.0026666367818208,-0.0026907179275644,-0.0026716673973246,-0.0026790873023638,-0.0027022493606596,-0.0027072667167235,-0.0027243817178272,-0.0027504028753766,-0.0027899804841575,-0.0028222142083119,-0.0028165531609029,-0.0028303850253246,-0.0028579769920597,-0.0028781523330762,-0.0028967610893202,-0.0028998817058012,-0.0029120624779334,-0.0029362975415751,-0.0029537933969011,-0.0029619857213628,-0.0029760593779203,-0.0030096011377686,-0.003031693857721,-0.0030613288633648,-0.0031157178406595,-0.0031529143918088,-0.0031609307248863,-0.0031574001089896,-0.0031886147903008,-0.0032082821702958,-0.0032280996895443,-0.0032707495810347,-0.0032854996229141,-0.0033217723775244,-0.0033505276914864,-0.0033595197963494,-0.0033809426904392,-0.0034041788818012,-0.0034252074303807,-0.003409450371761,-0.0033985010013344,-0.0034362025677474,-0.0034615816044794,-0.0034725935359352,-0.003491123986401,-0.0035198874477156,-0.0035318588798554,-0.0035348747415955,-0.0035588576631701,-0.0035548837006778,-0.0035519125305643,-0.0035500769407079,-0.0035633646893805,-0.0036023964699785,-0.0036362492677719,-0.0036640442455732,-0.0036596724595848,-0.0036522305675314,-0.0036847914099394,-0.0037208789620157,-0.0037587365204865,-0.0037954442303189,-0.0038166119073543,-0.0038418099704512,-0.0038775141956338,-0.0039149365508461,-0.0039099435475955,-0.0039108350312216,-0.0039378077689884,-0.0039573693394922,-0.0039735930307194,-0.003986762652386,-0.0039871068171537,-0.0039939565636496,-0.0040145691987219,-0.0040326787960348,-0.0040266113141765,-0.0039997657536403,-0.0040173481991552,-0.0040363842635495,-0.0040312433175816,-0.0040431084935981,-0.0040495739806059,-0.0040519036540571,-0.0040432469770631,-0.0040411907640938,-0.0040707501042534,-0.0040947402763527,-0.0041102529358507,-0.0041235791264831,-0.0041550199683145,-0.004214080743281,-0.0042588078805474,-0.0042710348620899,-0.0042744379893342,-0.0042780789633468,-0.0042830045801549,-0.0043086532088167,-0.0043459106812766,-0.0043919054612552,-0.0044357684699696,-0.0044725231777427,-0.0044981706729284,-0.0045369889440895,-0.0045764163267549,-0.0045871026790944,-0.0046014293031646,-0.004633895798495,-0.0046485184188761,-0.0046387662860388,-0.0046568687888172,-0.0046710441424704,-0.0046905314194832,-0.0047201946230725,-0.0047268022446039,-0.0047380476743733,-0.0047506917842905,-0.004751063901374,-0.0047691339240241,-0.0047817733830581,-0.0047758281850802,-0.0047749059316313,-0.0047855558035299,-0.004796182531161,-0.0047841755436462,-0.0047900149875489,-0.0048233211644283,-0.0048341558270502,-0.0048375653753258,-0.0048637364560236,-0.0048780300924467,-0.0048692295779128,-0.0048826059328874,-0.0049250520737411,-0.0049291060053972,-0.004953765000277,-0.0049905049973609,-0.0049842014473394,-0.0050258102380675,-0.005079153826575,-0.0050703039472784,-0.0050853276623184,-0.005123467420903,-0.0051699450542529,-0.0052114842621278,-0.0052246346915032,-0.0052614575413559,-0.0053206945152225,-0.0053592408794861,-0.0053561083194649,-0.0053596072399732,-0.0053672667907927,-0.0053642533100943,-0.0053576511332121,-0.0053593405405401,-0.0053868844711583,-0.0053943753978452,-0.0053733221480498,-0.005355665832362,,
1,meanAnt,ssp126,CESM2-WACCM,J50,0.0,-3.5068925835326e-05,-4.3734610932766e-05,-5.347310391334e-05,-6.4242969883612e-05,-5.5907824585152e-05,-4.497013254133701e-05,-5.4338710196978e-05,-8.8702971668966e-05,-0.0001253859403891,-0.000146723170286,-0.0001468272253247,-0.0001292447986657,-0.0001160212003544,-0.0001119603256008,-0.0001011753744831,-8.343029019399499e-05,-9.4478070471198e-05,-0.0001100365701283,-0.0001288601584192,-0.0001622753601137,-0.0002400807901276,-0.0003287707689416,-0.0003658303232112,-0.0003918513398128,-0.000423338172473,-0.0004627889203886,-0.000505222510521,-0.000533967143998,-0.0005516332789466,-0.0005704935552717,-0.0005949680726243,-0.000627527479451,-0.0006543430957716,-0.0006819032807817,-0.0007077117998054,-0.0007094244646834,-0.0007094427737149,-0.000727034955911,-0.0007780610419049,-0.0008078374892547,-0.0008118949972546,-0.0008172860403549,-0.0008325812490798,-0.0008449260362968,-0.0008489808695017,-0.0008722512839281,-0.0008968619843769,-0.0009429726878402,-0.0009825559017765,-0.0009782720531487,-0.0009562308748385,-0.0009728837748873,-0.0010018386466462,-0.0010338091646912,-0.0010754825367553,-0.0011043541638924,-0.0011251141942665,-0.0011511188596325,-0.0011973635867526,-0.0012236679076395,-0.0012143913735401,-0.0011999653296682,-0.0012156323972143,-0.0012354320362195,-0.0012384338500189,-0.0012620269351491,-0.0012973421815557,-0.00133553945064,-0.0013750215843772,-0.00139849933011,-0.0014156250477887,-0.0014286956200371,-0.0014572109181277,-0.0014903190406396,-0.001507542826668,-0.0015387254479301,-0.0015656585108219,-0.0015910525987361,-0.0016230758934581,-0.001635144713281,-0.0016378690985666,-0.001660306370997,-0.0017077861579145,-0.0017591909236551,-0.001814060247156,-0.0018572342528913,-0.0019092404068317,-0.0019657547206181,-0.0020025655357356,-0.0020369215399731,-0.0020587443979035,-0.002071022631753,-0.0021085656347611,-0.0021439297243176,-0.0021480717373685,-0.0021662403851911,-0.0021948141654355,-0.0022136815117858,-0.0022554499010265,-0.0022850191266995,-0.0022888505217375,-0.0023064417891841,-0.0023468642227941,-0.0023775453555407,-0.0023843326789788,-0.0023902822340936,-0.0024545448659131,-0.0025302918428496,-0.0025506656892641,-0.0025614811043316,-0.0025849980526815,-0.0026180721071211,-0.0026363319277861,-0.0026484105891071,-0.002680267618795,-0.0027423896473895,-0.002780161168901,-0.0028118468461094,-0.0028607187566258,-0.0029094067780949,-0.0029442988683292,-0.0029743906718584,-0.0029930878802903,-0.0029999577754405,-0.0030270774238034,-0.0030638381483541,-0.0030842098044945,-0.0031055533188688,-0.0031263120771843,-0.0031518087615193,-0.0032132165270839,-0.0032489417118789,-0.0032821986790122,-0.003310418116901,-0.0032946786337862,-0.0033062415683616,-0.0033321784689381,-0.0033405765821541,-0.0033607915025611,-0.0033903085878782,-0.0034331613143565,-0.0034678544543466,-0.0034654258369189,-0.003481923193363,-0.003511364231246,-0.0035348785750494,-0.0035557502822877,-0.0035615994546378,-0.0035777081517586,-0.0036052220531872,-0.0036258200603874,-0.0036367339145686,-0.0036540683115251,-0.0036900509332165,-0.0037150970536686,-0.0037480525243373,-0.0038054167442848,-0.003845137279927,-0.003855458287548,-0.0038550943881158,-0.0038893808875099,-0.0039116090876747,-0.0039346874538226,-0.0039799116828434,-0.003996908813057,-0.0040363492711185,-0.0040672279657427,-0.0040786113202325,-0.0041020604634187,-0.0041277031463618,-0.0041505612754333,-0.0041367770145153,-0.0041288995597273,-0.0041693060305087,-0.0041967581175855,-0.0042102438109804,-0.0042313171103805,-0.0042631258525156,-0.0042768357506938,-0.0042826567009741,-0.0043095723145245,-0.0043078667899764,-0.0043080249956928,-0.0043080508038455,-0.0043245201395892,-0.0043659921919964,-0.0044026832650158,-0.0044320606715932,-0.0044292387905889,-0.0044242501008777,-0.0044594440984716,-0.0044976651912905,-0.004538277768818,-0.0045768501446773,-0.0046004757060139,-0.0046276813867635,-0.0046663531926765,-0.0047063621229357,-0.0047033997363801,-0.0047074278656754,-0.0047374797141096,-0.0047605182086926,-0.0047800356810215,-0.0047966885186543,-0.0048009443527701,-0.0048112934812534,-0.0048347608197584,-0.0048555988841612,-0.0048517886230307,-0.0048274413193523,-0.0048479069907564,-0.0048697401657232,-0.0048677128086115,-0.0048825082953233,-0.0048913033730927,-0.0048964133166798,-0.0048904115963182,-0.0048913261385428,-0.0049239005519692,-0.0049503738471606,-0.0049684913662816,-0.0049845627669611,-0.0050190867071261,-0.0050801039148596,-0.0051271919953701,-0.005142397220851,-0.0051488087029454,-0.005155054650345,-0.0051635300617074,-0.0051913958099625,-0.0052309461496147,-0.0052787692897549,-0.0053247514824349,-0.0053641075068672,-0.005391985130122,-0.0054337613561394,-0.0054757715712434,-0.0054889951843463,-0.0055057804615387,-0.0055408612796006,-0.0055571455958291,-0.0055499276549973,-0.0055702774701572,-0.0055868567584782,-0.0056083925947903,-0.0056390049874694,-0.0056470414143475,-0.0056599886102916,-0.0056746710049321,-0.0056777797880219,-0.0056977667008356,-0.0057129710950254,-0.0057098276994319,-0.0057116829052274,-0.0057253284732524,-0.0057382868710692,-0.0057285612079539,-0.0057375266605078,-0.0057733001051862,-0.0057863681484726,-0.0057918240023965,-0.0058206933836452,-0.0058385997680574,-0.0058329631040468,-0.0058495948941679,-0.0058948415006326,-0.0059011356146844,-0.0059286422273555,-0.0059689643643484,-0.0059649915000631,-0.0060091116536922,-0.006064725391793,-0.0060580949773636,-0.0060757159879984,-0.0061170198090223,-0.0061655296477728,-0.0062099949091802,-0.0062252284152135,-0.0062646940641992,-0.0063258650957192,-0.0063666866014251,-0.0063659913127343,-0.0063714563197022,-0.0063812792760345,-0.0063804140494749,-0.0063761141687252,-0.0063802029311896,-0.0064101235257875,-0.0064197714538355,-0.0064001140370368,-0.0063839510836691,,
2,meanAnt,ssp126,CESM2-WACCM,WT,0.0,-1.2567185741319e-05,-3.049497681393e-06,-4.11340740260116e-08,-1.4096572686189998e-06,1.4342415794226e-05,3.9102368192528e-05,4.6142042815933e-05,2.5804496934749e-05,2.761931723114e-06,-7.559311710738e-06,5.181871265358999e-06,3.5014673218327995e-05,6.1644687794379e-05,7.7458791946739e-05,0.0001000095945204,0.0001315520793705,0.0001353383655884,0.0001308293628215,0.0001236552846499,9.7988080449935e-05,3.1237512461609e-05,-4.7044658841941e-05,-7.4802346420231e-05,-9.1611766085634e-05,-0.0001134102728306,-0.0001432856849787,-0.0001772770390284,-0.0001982274608525,-0.0002051437755798,-0.0002157718491839,-0.0002336454680764,-0.000260209553809,-0.0002784286645481,-0.0002983022984736,-0.0003195741187167,-0.0003155753115936,-0.0003083541284486,-0.0003175424179885,-0.0003591780194831,-0.0003788740887239,-0.0003725981266553,-0.0003703271134614,-0.0003770026771947,-0.0003819619116323,-0.0003776825397339,-0.0003911450414864,-0.0004062524288767,-0.0004431854127553,-0.0004734594138658,-0.0004602517557776,-0.0004288922381139,-0.0004352692475931,-0.0004536591780611,-0.0004752892577779,-0.0005081977889167,-0.0005287491659352,-0.0005412435522122,-0.0005598315114006,-0.0005969370357061,-0.0006147856976399,-0.0005969633232122,-0.0005736228567704,-0.0005797034662759,-0.0005905086579358,-0.0005844991674866,-0.0005984908053052,-0.0006255128320971,-0.0006564121479325,-0.0006877350288099,-0.0007032196810612,-0.0007120031238466,-0.0007168100049098,-0.0007367497088245,-0.0007633770449421,-0.0007731831328276,-0.0007985950144575,-0.0008184121008935,-0.0008365856948863,-0.0008613151319907,-0.0008662020419773,-0.0008620582044043,-0.0008773776443729,-0.0009176362226453,-0.0009618173754098,-0.0010084870621561,-0.0010449393824748,-0.0010890493627888,-0.0011378723378765,-0.001167448819868,-0.0011943714421499,-0.001208988704964,-0.001214736883844,-0.0012462787183513,-0.0012745688357867,-0.0012721102592232,-0.0012824670342267,-0.0013042966374812,-0.0013158444483205,-0.0013503354796139,-0.0013737581744186,-0.0013698637756633,-0.0013799178872319,-0.001412304536864,-0.0014358752553056,-0.001434627648638,-0.001434194712888,-0.0014898786931535,-0.0015584393456227,-0.0015717253910783,-0.001575780723175,-0.0015921242880911,-0.0016183552040333,-0.0016285439175082,-0.0016334963211735,-0.0016566332396639,-0.0017112125200962,-0.0017425803793191,-0.0017682691008893,-0.0018095472420978,-0.0018510257186747,-0.0018790667343308,-0.0019028776110549,-0.0019151030288977,-0.0019146517925918,-0.0019351667627602,-0.0019651510792232,-0.0019789897591334,-0.0019937780312093,-0.002007986351424,-0.0020267730584859,-0.0020820892630416,-0.0021121420959783,-0.0021387439259721,-0.0021615573680666,-0.0021399110385794,-0.0021446504509273,-0.0021643425105682,-0.0021665325847383,-0.002180930347774,-0.0022038295030571,-0.002239692887249,-0.0022683451079607,-0.0022596604753851,-0.002269962796907,-0.0022952490939851,-0.0023125511030451,-0.0023280697094607,-0.0023277708482648,-0.0023371536417058,-0.0023583063402671,-0.0023738578370117,-0.0023796333559959,-0.0023912599381835,-0.0024221343399855,-0.0024422747843831,-0.0024695448292568,-0.0025219263335361,-0.0025567168150392,-0.0025623862653145,-0.0025568748287031,-0.0025859727063783,-0.0026034424134768,-0.0026208095927769,-0.0026604878768827,-0.0026726477028856,-0.0027062859607956,-0.002733363642734,-0.0027392866993589,-0.0027581524369261,-0.0027785408696727,-0.002796872853473,-0.0027786612134816,-0.0027647640789849,-0.0027994417665459,-0.0028218898284176,-0.0028300221089924,-0.0028455016777637,-0.0028724637037814,-0.0028814160397203,-0.0028819990113989,-0.0029032059205412,-0.0028962241215456,-0.002891605544241,-0.0028878660301867,-0.002898280624854,-0.002935261877825,-0.002967054373182,-0.0029922709996097,-0.0029864046907209,-0.0029771471510216,-0.0030078039019584,-0.0030420625515735,-0.0030781428546473,-0.0031126884633513,-0.0031319727313631,-0.0031547399272632,-0.003188390445022,-0.0032235105172493,-0.0032162764292908,-0.0032160565674115,-0.0032406970847137,-0.0032575509156218,-0.0032719850767386,-0.0032833038360653,-0.0032819844892839,-0.0032875450170986,-0.0033054534840146,-0.0033215654686281,-0.0033133394685943,-0.0032845863010383,-0.0033008415775151,-0.0033181871621912,-0.0033116880502289,-0.0033217326736766,-0.0033256078808401,-0.0033254849884198,-0.0033147498266008,-0.0033104391745467,-0.0033386368268699,-0.003360585383693,-0.0033748808565038,-0.0033857090320063,-0.0034146613737297,-0.0034712441761557,-0.0035131300827332,-0.0035231297407509,-0.0035243820937272,-0.0035256689848127,-0.0035284245930372,-0.0035514818651386,-0.0035860813141506,-0.0036290733049695,-0.00367069683666,-0.003704928452134,-0.0037286851417894,-0.0037659314588387,-0.0038035391755094,-0.0038129035728892,-0.0038261288344552,-0.0038567379222142,-0.0038697493114676,-0.0038583591647682,-0.0038749988395254,-0.0038878055149674,-0.003906145070438,-0.0039340334177171,-0.0039386616350843,-0.0039485966453374,-0.0039607991462861,-0.0039600275220051,-0.0039758572190635,-0.0039871681808916,-0.0039801586982865,-0.0039792409067442,-0.0039888468767731,-0.0039987124036086,-0.0039850222458812,-0.0039901076503674,-0.0040221063335887,-0.0040316479620561,-0.0040332090327134,-0.0040582851034519,-0.0040725873406317,-0.0040629866287671,-0.0040747274503059,-0.0041166478692646,-0.0041201176471017,-0.0041439173621863,-0.0041800241147197,-0.0041723097005584,-0.0042129811828207,-0.0042655497124148,-0.0042554424837082,-0.0042693076039909,-0.0043065960126492,-0.004351979682784,-0.0043930060310875,-0.0044050540254161,-0.004440612521405,-0.0044992035182961,-0.0045366236473587,-0.0045326245643806,-0.0045352155703831,-0.0045423493153858,-0.0045387640713376,-0.0045316319413037,-0.0045330142337515,-0.0045602315545946,-0.0045679047276322,-0.0045468515967491,-0.0045287589631852,,
3,meanAnt,ssp126,UKESM1-0-LL,J300,0.0,1.2324142636788e-05,1.6199685038913933e-07,-2.6498191761202e-05,-4.855334777033e-05,-8.3538382655632e-05,-9.8499368028103e-05,-7.660264820685901e-05,-4.933213837024899e-05,-4.146975350061501e-05,-4.3851621957184e-05,-3.8166999614282e-05,-3.2772061070322e-05,-3.0983765793839004e-05,-2.4596492807603e-05,-1.577846376433e-05,-2.7450710513636e-05,-3.8648030590808e-05,-2.6052800458107e-05,-1.4672571766535e-05,-1.3041982158255e-05,-1.5899794550182e-05,-1.9246763668642e-05,-1.6468742009901e-05,-1.8011902080923998e-05,-1.7381106252194002e-05,6.249655274291534e-07,-1.0320810332158e-05,-4.6674878215929e-05,-5.9701522795513e-05,-7.2902574445468e-05,-7.5567018646705e-05,-6.4054447471378e-05,-4.9891295656116e-05,-4.6881812123265e-05,-5.0850220699478e-05,-5.6934763373199e-05,-8.0162173907125e-05,-9.872907212877e-05,-0.0001313587332461,-0.0001651519582702,-0.0001688083986613,-0.0001614180482753,-0.0001391022925766,-0.0001442264673562,-0.000208065130672,-0.0002553537773634,-0.0002799496509374,-0.0002922934657842,-0.0002930641490515,-0.0002952814644054,-0.0002932990528433,-0.0002898447538925,-0.0002761066467948,-0.0002779133312831,-0.0003040591811049,-0.0003247392289171,-0.0003355447125315,-0.0003406088201212,-0.0003476438039072,-0.0003638497865191,-0.0003808756021955,-0.0003941110235387,-0.0004042033109059,-0.0004072606463606,-0.0004080855101837,-0.0004029669679066,-0.0004078784472409,-0.0004055698139249,-0.0003857093425277,-0.0003739994522925,-0.0003597800219508,-0.0003575936973171,-0.000388382418425,-0.0004231859182247,-0.0004500188269403,-0.0004843454608846,-0.0005091412913574,-0.0005139749796376,-0.0005366326938627,-0.000564822753035,-0.0005761304422271,-0.0005921586490258,-0.000593032159789,-0.0006071324631805,-0.0006306909581615,-0.0006419471390417,-0.0006593331675645,-0.0006713078588183,-0.000691816052245,-0.0007012332920446,-0.000688884436057,-0.0006773751921957,-0.0006753131339772,-0.0006722669170959,-0.0006528848928641,-0.0006453714040729,-0.0006608835978607,-0.0006761569064276,-0.0006798353472398,-0.0006863557116706,-0.0006875040605734,-0.0006937513231704,-0.0007111740899407,-0.0007267298694112,-0.0007322092071502,-0.0007394069138326,-0.0007640583268961,-0.0007734868592697,-0.0007669681412683,-0.0007652982880514,-0.000765578345288,-0.0007628825107682,-0.000755389852897,-0.0007475220585788,-0.0007539323922608,-0.0007691970592469,-0.0007714267191793,-0.0007760882776431,-0.0007923225672156,-0.0008060340302433,-0.0008044896090516,-0.0008045568030051,-0.0008024340789371,-0.0007908707147917,-0.0007885722644637,-0.0007935894350191,-0.0008170836172588,-0.0008483257347084,-0.0008702560550704,-0.0008908973749008,-0.0008962070057268,-0.0009007834677824,-0.0009074572107384,-0.0009209086179335,-0.0009387811891729,-0.0009503848292558,-0.0009592493217206,-0.0009590497060727,-0.0009585547555155,-0.0009534554006719,-0.0009497739765328,-0.0009622892392478,-0.0009818147887983,-0.0009977750677834,-0.0010174967565936,-0.0010450625462206,-0.0010840106909158,-0.001124140879496,-0.0011438578391584,-0.0011475336495036,-0.0011424643429142,-0.0011433112086082,-0.0011526791476532,-0.0011717175884914,-0.0012018332023478,-0.0012101645410699,-0.0012134810571982,-0.0012347262818052,-0.001260696327551,-0.0012861879634304,-0.0012998732763799,-0.0013008141469793,-0.0013178155429468,-0.0013413841078237,-0.0013450492172628,-0.0013611058597626,-0.0013827788487913,-0.0013896986470684,-0.0013981873604769,-0.0014004765688234,-0.0014034864974457,-0.001401828746107,-0.0013883507450463,-0.0013743614628258,-0.0013501129044352,-0.0013378980512234,-0.0013523952807731,-0.0013611547289908,-0.001353248118494,-0.0013453899699399,-0.0013497643952893,-0.0013643160092799,-0.0013745422741519,-0.001378957623643,-0.0013840484486972,-0.0013825909355646,-0.0013809166280876,-0.0013950268583268,-0.0014114641958712,-0.0014235077973647,-0.0014221472190374,-0.0013953107242989,-0.0013782785894097,-0.0013983783434653,-0.0014264181526213,-0.0014543292758882,-0.0014915459307009,-0.0015181948097553,-0.0015317833983714,-0.0015490770021665,-0.0015610930306601,-0.0015637545057672,-0.0015762041744809,-0.0015966845125932,-0.0016218231105229,-0.0016358119576335,-0.001650070508575,-0.0016668923557014,-0.0016809744105341,-0.0017165887094305,-0.0017442729534786,-0.0017475982566851,-0.0017525876416928,-0.0017809849274269,-0.0018229337754562,-0.0018399486058108,-0.0018443030204847,-0.0018435085046897,-0.0018519014840834,-0.0018527735256511,-0.0018334193749642,-0.0018416408698249,-0.0018628043556036,-0.0018776159752978,-0.0019115052588371,-0.0019364373752095,-0.0019326410139197,-0.0019313525972042,-0.0019342341591717,-0.0019528625887141,-0.0019654656187569,-0.0019604846140739,-0.0019844437901686,-0.0020138970901472,-0.0020410720820105,-0.0020723706514537,-0.0020868570841782,-0.0020818936260431,-0.0020832457871706,-0.0021125494202869,-0.002168478980257,-0.0022322426133976,-0.0022878875081675,-0.0023253788118908,-0.0023375644262121,-0.0023419594146321,-0.0023519499531387,-0.002385468927985,-0.0024114718351794,-0.0024096799366262,-0.0024317233347016,-0.0024563307151639,-0.0024681675461925,-0.0024741891569356,-0.0024812533165516,-0.0025050441098712,-0.0025476979271475,-0.0026049658072309,-0.0026253791934652,-0.0026168419210899,-0.002607210186696,-0.0026161007273635,-0.0026327113097315,-0.0026350192534782,-0.0026439290098375,-0.0026742115842177,-0.0027074723379744,-0.0027068468612475,-0.0027044924293053,-0.0027233978761661,-0.0027374484329138,-0.0027591928031576,-0.0027720585956733,-0.0027655475048199,-0.0027764165382333,-0.0027910653397683,-0.0027905672670897,-0.0027846224422043,-0.002801630261413,-0.0028276578587328,-0.0028533990450531,-0.0028853719764993,-0.0029220174885058,-0.0029406798566807,-0.002939460101205,-0.0029369453935337,-0.0029372674115071,-0.0029575615542886,-0.0030111168651627,-0.0030485484128055,-0.0030683793488115,-0.0030998716810504,-0.003102844753846
